raw_material,impact,unit,iso2c,value,iso3c,allocation,FAOSTAT_name
Rapeseed,Land use,m2a crop eq,DE,2.150185,DEU,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,DK,2.01874,DNK,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,EE,3.872372,EST,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,ES,3.604499,ESP,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,FI,5.236743,FIN,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,FR,2.295159,FRA,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,GB,2.172332,GBR,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,HU,2.486983,HUN,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,IE,1.998675,IRL,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,IN,6.422869,IND,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,IT,3.058449,ITA,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,JP,4.647034,JPN,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,LT,2.95989,LTU,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,LV,3.339177,LVA,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,NL,2.231204,NLD,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,NO,2.638534,NOR,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,PL,2.703462,POL,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,RO,2.929848,ROU,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,RU,6.191855,RUS,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,SE,2.510746,SWE,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,SI,2.914718,SVN,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,SK,2.455731,SVK,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,UA,2.970159,UKR,Mass allocation,Rapeseed
Rapeseed,Land use,m2a crop eq,US,4.112697,USA,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,AR,9.26e-4,ARG,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,AT,0.002015,AUT,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,AU,0.002218,AUS,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,BE,0.001584,BEL,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,BG,7.32e-4,BGR,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,BR,0.001488,BRA,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,CA,0.002202,CAN,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,CH,0.001537,CHE,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,CN,0.002013,CHN,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,CZ,0.001178,CZE,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,DE,0.001415,DEU,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,DK,7.54e-4,DNK,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,EE,0.002489,EST,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,ES,0.004419,ESP,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,FI,0.002667,FIN,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,FR,0.001563,FRA,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,GB,0.001223,GBR,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,HU,0.001183,HUN,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,IE,0.001688,IRL,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,IN,0.003293,IND,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,IT,0.001906,ITA,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,JP,0.001091,JPN,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,LT,0.00194,LTU,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,LV,0.00204,LVA,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,NL,0.001217,NLD,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,NO,0.002093,NOR,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,PL,0.002422,POL,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,RO,0.001077,ROU,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,RU,0.00161,RUS,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,SE,0.001083,SWE,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,SI,0.00248,SVN,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,SK,0.001403,SVK,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,UA,0.001192,UKR,Mass allocation,Rapeseed
Rapeseed,Mineral resource scarcity,kg Cu eq,US,0.001231,USA,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,AR,0.060124,ARG,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,AT,0.122751,AUT,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,AU,0.136237,AUS,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,BE,0.113961,BEL,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,BG,0.06893,BGR,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,BR,0.098223,BRA,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,CA,0.135784,CAN,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,CH,0.115905,CHE,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,CN,0.137432,CHN,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,CZ,0.093767,CZE,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,DE,0.109117,DEU,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,DK,0.06912,DNK,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,EE,0.149347,EST,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,ES,0.226535,ESP,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,FI,0.177746,FIN,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,FR,0.118402,FRA,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,GB,0.108568,GBR,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,HU,0.091663,HUN,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,IE,0.12004,IRL,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,IN,0.235852,IND,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,IT,0.126274,ITA,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,JP,0.096421,JPN,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,LT,0.118375,LTU,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,LV,0.120027,LVA,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,NL,0.123779,NLD,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,NO,0.13211,NOR,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,PL,0.153476,POL,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,RO,0.077465,ROU,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,RU,0.098696999999999993,RUS,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,SE,0.090688,SWE,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,SI,0.14756,SVN,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,SK,0.085499,SVK,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,UA,0.086158,UKR,Mass allocation,Rapeseed
Rapeseed,Fossil resource scarcity,kg oil eq,US,0.092348,USA,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,AR,0.001031,ARG,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,AT,0.001191,AUT,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,AU,0.001608,AUS,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,BE,0.001014,BEL,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,BG,6.06e-4,BGR,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,BR,0.001313,BRA,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,CA,0.001356,CAN,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,CH,0.001082,CHE,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,CN,0.001833,CHN,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,CZ,8.47e-4,CZE,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,DE,0.001003,DEU,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,DK,6.08e-4,DNK,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,EE,0.001497,EST,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,ES,0.035343,ESP,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,FI,0.001706,FIN,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,FR,0.003372,FRA,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,GB,8.95e-4,GBR,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,HU,0.018443,HUN,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,IE,0.001212,IRL,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,IN,0.645568,IND,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,IT,0.001199,ITA,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,JP,0.00154,JPN,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,LT,0.001264,LTU,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,LV,0.001233,LVA,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,NL,0.001001,NLD,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,NO,0.00122,NOR,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,PL,0.001317,POL,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,RO,7.37e-4,ROU,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,RU,0.00123,RUS,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,SE,7.86e-4,SWE,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,SI,0.001448,SVN,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,SK,0.002874,SVK,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,UA,8.09e-4,UKR,Mass allocation,Rapeseed
Rapeseed,Water consumption,m3,US,0.010758,USA,Mass allocation,Rapeseed
Soybeans,Global warming,kg CO2 eq,AR,3.978297,ARG,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,AT,0.644599,AUT,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,BG,0.738422,BGR,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,BR,3.979261,BRA,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,CA,1.33579,CAN,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,CH,0.716912,CHE,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,CN,0.749631,CHN,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,CZ,0.831376,CZE,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,DE,0.661735,DEU,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,EG,0.823791,EGY,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,ES,1.048613,ESP,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,FR,0.714216,FRA,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,GR,0.58124,GRC,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,HU,0.757685,HUN,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,IN,1.474126,IND,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,IT,0.539801,ITA,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,JP,1.27914,JPN,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,MX,0.846847,MEX,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,PL,0.709314,POL,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,PY,2.513497,PRY,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,RO,0.813289,ROU,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,RU,0.764824,RUS,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,SI,0.955462,SVN,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,SK,1.060847,SVK,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,TH,0.502469,THA,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,TR,0.436879,TUR,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,UA,0.660807,UKR,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,US,0.325379,USA,Energetic allocation,Soybeans
Soybeans,Global warming,kg CO2 eq,VN,0.934855,VNM,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,AR,3.99e-6,ARG,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,AT,8.09e-6,AUT,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,BG,1.08e-5,BGR,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,BR,5.01e-6,BRA,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,CA,4.39e-6,CAN,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,CH,1.31e-5,CHE,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,CN,1e-5,CHN,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,CZ,1.07e-5,CZE,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,DE,1.06e-5,DEU,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,EG,7.27e-6,EGY,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,ES,6.16e-6,ESP,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,FR,7.25e-6,FRA,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,GR,7.3e-6,GRC,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,HU,8.68e-6,HUN,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,IN,9.57e-6,IND,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,IT,8.76e-6,ITA,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,JP,1.38e-5,JPN,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,MX,7e-6,MEX,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,PL,9.29e-6,POL,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,PY,4.04e-6,PRY,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,RO,8.31e-6,ROU,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,RU,8.63e-6,RUS,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,SI,1.11e-5,SVN,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,SK,1.07e-5,SVK,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,TH,4.36e-6,THA,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,TR,7.32e-6,TUR,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,UA,6.81e-6,UKR,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,US,4.85e-6,USA,Energetic allocation,Soybeans
Soybeans,Stratospheric ozone depletion,kg CFC11 eq,VN,1.39e-5,VNM,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,AR,0.010322,ARG,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,AT,0.009591,AUT,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,BG,0.012171,BGR,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,BR,0.010069,BRA,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,CA,0.008701,CAN,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,CH,0.012889,CHE,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,CN,0.027073,CHN,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,CZ,0.011117,CZE,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,DE,0.011428,DEU,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,EG,0.010927,EGY,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,ES,0.172303,ESP,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,FR,0.051488,FRA,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,GR,0.007305,GRC,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,HU,0.009766,HUN,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,IN,0.013796,IND,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,IT,0.009176,ITA,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,JP,0.030265,JPN,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,MX,0.023002,MEX,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,PL,0.013054,POL,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,PY,0.007064,PRY,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,RO,0.028592,ROU,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,RU,0.012474,RUS,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,SI,0.012396,SVN,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,SK,0.020533,SVK,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,TH,0.012399,THA,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,TR,0.005827,TUR,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,UA,0.010012,UKR,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,US,0.010047,USA,Energetic allocation,Soybeans
Soybeans,Ionizing radiation,kBq Co-60 eq,VN,0.013344,VNM,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,AR,6.85e-4,ARG,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,AT,0.002298,AUT,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,BG,0.003424,BGR,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,BR,0.001365,BRA,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,CA,8.96e-4,CAN,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,CH,0.004104,CHE,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,CN,0.005027,CHN,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,CZ,0.001767,CZE,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,DE,0.001557,DEU,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,EG,0.005048,EGY,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,ES,0.005804,ESP,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,FR,0.002054,FRA,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,GR,0.002093,GRC,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,HU,0.002238,HUN,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,IN,0.008604,IND,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,IT,0.002726,ITA,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,JP,0.002244,JPN,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,MX,0.003335,MEX,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,PL,0.002521,POL,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,PY,9.42e-4,PRY,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,RO,0.003297,ROU,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,RU,0.002254,RUS,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,SI,0.002941,SVN,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,SK,0.002097,SVK,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,TH,0.002071,THA,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,TR,0.001987,TUR,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,UA,0.002197,UKR,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,US,8.52e-4,USA,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Human health",kg NOx eq,VN,0.005739,VNM,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,AR,2.08e-4,ARG,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,AT,0.003031,AUT,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,BG,0.001385,BGR,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,BR,4.51e-4,BRA,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,CA,3.62e-4,CAN,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,CH,0.011821,CHE,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,CN,0.00389,CHN,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,CZ,0.002692,CZE,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,DE,0.003384,DEU,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,EG,0.003733,EGY,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,ES,0.001953,ESP,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,FR,0.00124,FRA,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,GR,8.39e-4,GRC,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,HU,0.001457,HUN,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,IN,0.002413,IND,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,IT,0.002781,ITA,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,JP,0.006054,JPN,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,MX,0.001369,MEX,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,PL,0.002066,POL,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,PY,2.54e-4,PRY,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,RO,0.001594,ROU,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,RU,9.44e-4,RUS,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,SI,0.003659,SVN,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,SK,0.002606,SVK,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,TH,6.32e-4,THA,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,TR,7.92e-4,TUR,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,UA,8.63e-4,UKR,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,US,5.11e-4,USA,Energetic allocation,Soybeans
Soybeans,Fine particulate matter formation,kg PM2.5 eq,VN,0.001602,VNM,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Terrestrial ecosystems",kg NOx eq,AR,6.68e-4,ARG,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Terrestrial ecosystems",kg NOx eq,AT,0.00323,AUT,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Terrestrial ecosystems",kg NOx eq,BG,0.00562,BGR,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Terrestrial ecosystems",kg NOx eq,BR,0.001195,BRA,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Terrestrial ecosystems",kg NOx eq,CA,0.001369,CAN,Energetic allocation,Soybeans
Soybeans,"Ozone formation, Terrestrial ecosystems",kg NOx eq,CH,0.005318,CHE,Energetic allocation,Soybeans
