id,result_code,result_title,result_timing,result_scope,result_severity,result_score,result_invasive,spp_id,api_error
176092140,9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,NA,NA
176092140,9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
176092140,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
176092140,9.3.1,Nutrient loads,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,NA,NA
176092140,9.3.3,Herbicides and pesticides,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
176092233,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176092233,2.1.2,Small-holder farming,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176092233,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176092233,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176092233,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176092233,9.3.1,Nutrient loads,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176092233,9.3.3,Herbicides and pesticides,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176092383,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
176092383,2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
176092383,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
176093031,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,NA,NA,NA
176102916,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176102916,2.1.2,Small-holder farming,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176103249,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176103249,2.1.2,Small-holder farming,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176103249,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176103249,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
176103249,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
176103249,9.3.1,Nutrient loads,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
176103249,9.3.3,Herbicides and pesticides,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176104930,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176104930,2.1.2,Small-holder farming,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176104930,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176104930,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176108239,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
176108239,9.3.3,Herbicides and pesticides,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
176109328,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,NA,NA
176109328,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,NA,NA
176109328,7.2.3,Abstraction of surface water (agricultural use),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
176109711,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
176109711,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
176109711,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,NA,NA
176109711,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,NA,NA
176109711,7.2.3,Abstraction of surface water (agricultural use),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
176109711,9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,NA,NA
176110194,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176110194,2.1.1,Shifting agriculture,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176110194,2.1.2,Small-holder farming,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176110194,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,NA,NA
176110194,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176110194,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176110194,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,NA,NA
176110194,7.2.3,Abstraction of surface water (agricultural use),Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176110194,9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,NA,NA
176110194,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
176110194,9.3.3,Herbicides and pesticides,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
176112623,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176112623,2.1.2,Small-holder farming,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176112623,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,NA,NA
176112623,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,NA,NA
176112623,9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,NA,NA
176112623,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176112623,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
176112623,9.3.3,Herbicides and pesticides,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
176113196,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176113196,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176113196,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176113196,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176113196,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
176113196,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
35934,2.2.1,Small-holder plantations,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
35934,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
35934,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
35934,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36031,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36031,2.1.1,Shifting agriculture,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36062,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,NA,NA,NA
36062,2.1.2,Small-holder farming,Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,NA,NA,NA
36062,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
36062,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
36087,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36087,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36087,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36087,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36146,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,NA,NA,NA
36146,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,NA,NA,NA
36146,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,NA,NA,NA
36146,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,NA,NA,NA
36147,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,NA,NA,NA
36147,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,NA,NA,NA
36147,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,NA,NA,NA
36147,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,NA,NA,NA
36151,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,NA,NA,NA
36151,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,NA,NA,NA
36220,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36220,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36220,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36223,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36223,2.1.1,Shifting agriculture,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36223,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36223,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36224,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36224,2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36226,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36226,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36229,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36229,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36230,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36230,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36230,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36230,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36231,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36231,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36231,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36231,2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36231,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36231,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36233,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36233,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36235,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36235,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36239,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36239,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36241,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36241,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36241,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36242,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36242,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36242,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36242,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36244,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36244,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36245,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36245,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36246,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36246,2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36246,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36246,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36248,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36248,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36248,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36248,2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36248,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36248,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36249,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36249,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36250,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36250,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36250,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36250,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36251,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36251,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36253,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36253,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36254,2.1,Annual & perennial non-timber crops,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,NA,NA
36254,2.1.1,Shifting agriculture,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,NA,NA
36255,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36255,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36256,2.1,Annual & perennial non-timber crops,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,NA,NA
36256,2.1.1,Shifting agriculture,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,NA,NA
36261,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36261,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36261,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
36261,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
36275,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
36275,2.1.3,Agro-industry farming,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
36275,2.3,Livestock farming & ranching,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
36276,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
36276,2.1.3,Agro-industry farming,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
36278,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36278,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36278,2.2.2,Agro-industry plantations,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36279,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36279,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36279,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36282,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36282,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36282,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36284,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36284,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36284,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36284,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36287,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
36287,2.1.3,Agro-industry farming,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
36287,2.2.2,Agro-industry plantations,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
36289,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36289,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36289,2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36289,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36291,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
36291,2.1.2,Small-holder farming,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
36293,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
36293,2.1.3,Agro-industry farming,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
36293,2.2.2,Agro-industry plantations,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
36294,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
36294,2.1.3,Agro-industry farming,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
36294,2.2.2,Agro-industry plantations,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
36295,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
36295,2.1.3,Agro-industry farming,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
36295,2.2.2,Agro-industry plantations,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
36296,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
36296,2.1.3,Agro-industry farming,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
36297,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36297,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,NA,NA
36298,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36298,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
36298,2.1.2,Small-holder farming,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
36298,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36299,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36299,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36299,2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
36299,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36300,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
36300,2.1.3,Agro-industry farming,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
36341,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36341,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
36341,2.1.2,Small-holder farming,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,NA,NA
36341,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36341,2.2.2,Agro-industry plantations,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36342,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36342,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36343,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
36343,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
36344,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
36344,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,NA,NA
